records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,capacitity_moist,temp,moist,ec_(u/10_gram),ph,nitro_(mg/10_g),posh_nitro_(mg/10_g),pota_nitro_(mg/10_g),Soil Health,Soil_Type,ML,Test_Case
1374,182,49,121,59,63,71,19,26,42,31,104,20,12,11,23,24,9,1,92,38.1,75,66,7.28,6,8,16,Poor,76,50,1455
1375,182,50,122,55,64,60,17,23,36,31,0,19,12,10,23,20,9,1,94,38.1,73,66,7.28,6,8,16,Poor,76,50,1456
1376,182,50,122,62,65,77,20,28,45,31,0,20,13,12,23,27,9,2,93,38.1,73,66,7.28,6,8,16,Poor,76,50,1457
1377,181,50,122,60,65,72,19,26,42,31,104,20,12,11,23,24,9,1,92,38.1,73,66,7.28,6,8,16,Poor,76,50,1458
1378,181,50,122,62,65,77,20,28,45,31,109,20,13,12,23,26,9,1,93,38.1,73,66,7.28,6,8,16,Poor,76,50,1459
1379,182,50,123,54,65,57,16,22,35,31,109,18,10,10,23,18,9,1,105,38.1,73,66,7.21,6,8,16,Poor,76,50,1451
1410,161,45,106,10,80,78,27,41,85,52,35,0,17,14,33,83,13,2,317,37.4,0,0,7.92,0,0,0,Poor,8,0,1490
1411,160,45,106,9,80,76,27,41,84,53,36,0,16,13,33,81,14,2,312,37.4,0,0,7.88,0,0,0,Poor,8,0,1492
1412,161,45,106,7,80,73,25,39,81,52,30,0,16,13,33,79,13,2,315,37.4,0,0,7.92,0,0,0,Poor,8,0,1493
1413,161,45,107,10,80,77,26,40,85,53,36,0,16,14,33,84,13,2,315,37.4,0,0,7.92,0,0,0,Poor,8,0,1494
1414,160,45,107,10,80,79,27,42,86,53,35,1,17,14,33,83,13,2,320,37.4,0,0,7.92,0,0,0,Poor,8,0,1495
1415,160,45,107,11,80,80,27,41,86,53,36,0,17,14,33,84,13,2,314,37.4,0,0,7.87,0,0,0,Poor,8,0,1496
1416,160,45,107,12,80,82,27,42,88,52,34,1,17,14,33,85,13,2,322,37.4,0,0,7.87,0,0,0,Poor,8,0,1497
1417,160,45,106,9,80,76,26,40,84,52,36,0,16,13,33,81,14,2,324,37.4,0,0,7.87,0,0,0,Poor,8,0,1498
1418,160,45,106,7,80,72,25,39,81,52,29,0,15,13,33,79,13,2,314,37.4,0,0,7.87,0,0,0,Poor,8,0,1499
1419,160,45,107,2,80,61,22,35,74,52,35,23,14,12,33,74,13,2,322,37.4,0,0,7.88,0,0,0,Poor,8,0,1491
1420,107,22,66,56,34,48,17,28,27,39,99,19,7,7,14,6,7,1,99,37.4,22,32,7.79,4,5,10,Moderate,8,25,1500
1421,108,22,66,55,34,46,17,28,26,38,98,19,7,7,13,4,7,1,102,37.4,22,34,7.97,5,5,10,Moderate,8,25,1502
1422,107,22,66,53,34,42,16,26,24,39,92,19,6,7,14,3,7,1,102,37.4,22,33,8.07,4,5,10,Poor,8,25,1503
1423,106,22,66,53,34,42,16,26,24,38,92,19,6,7,13,3,7,1,100,37.4,22,33,8.07,4,5,10,Poor,8,25,1504
1424,105,22,66,56,34,49,17,28,27,38,98,19,7,7,13,5,7,1,104,37.4,22,33,8.07,4,5,10,Poor,8,25,1505
1425,105,22,66,55,34,46,17,28,26,38,98,19,6,6,13,4,7,1,101,37.4,22,34,8.07,5,5,10,Poor,8,25,1506
1426,106,22,66,56,34,49,17,28,28,39,98,19,7,7,13,5,7,1,145,37.4,22,34,8.02,5,5,10,Poor,8,25,1507
1427,106,22,66,53,34,41,15,25,24,38,92,19,6,6,13,2,7,1,100,37.4,22,33,8.02,4,5,10,Poor,8,25,1508
1428,106,22,67,57,34,47,17,28,26,39,97,19,7,7,14,5,7,1,96,37.4,22,34,8.02,5,5,10,Poor,8,25,1509
1429,107,22,67,53,34,42,16,26,24,38,92,19,6,6,13,3,7,1,101,37.4,22,34,8.02,5,5,10,Poor,8,25,1501
1430,89,21,52,50,29,34,15,20,22,23,92,19,5,6,16,9,5,1,160,37.4,130,85,7.14,7,9,20,Poor,8,50,1510
1431,83,20,48,51,27,36,16,22,23,23,97,19,5,6,16,9,5,1,129,37.4,122,83,8.07,7,9,19,Poor,8,50,1512
1432,88,21,51,53,28,41,17,23,25,23,97,19,6,7,16,11,5,1,158,37.4,128,85,7.3,7,9,19,Poor,8,50,1513
1433,86,20,51,52,28,40,16,22,25,23,97,19,6,6,16,10,5,1,127,37.4,128,84,7.3,7,9,19,Poor,8,50,1514
1434,86,20,50,53,28,41,17,22,26,23,97,19,6,7,15,11,5,1,212,37.4,126,83,7.3,7,9,19,Poor,8,50,1515
1435,86,20,50,44,28,21,13,17,16,23,97,18,4,5,16,4,5,1,144,37.4,125,84,7.3,7,9,19,Poor,8,50,1516
1436,85,20,50,50,28,33,15,20,22,23,91,19,5,6,16,8,5,1,147,37.4,125,84,7.88,7,9,19,Poor,8,50,1517
1437,85,20,49,52,27,39,17,22,25,24,97,19,6,7,16,10,5,1,142,37.4,125,84,7.88,7,9,19,Poor,8,50,1518
1438,85,20,49,45,27,22,12,17,16,24,97,18,4,5,16,3,5,1,172,37.4,123,83,7.88,7,9,19,Poor,8,50,1519
1439,84,20,49,49,27,33,15,20,22,24,91,18,5,6,16,8,5,1,155,37.4,123,83,7.88,7,9,19,Poor,8,50,1511
1380,66,20,48,49,38,26,20,29,28,41,105,20,5,5,17,12,7,1,343,38.3,0,0,7.54,0,0,0,Poor,80,0,1460
1381,64,20,48,54,37,42,24,34,37,41,105,21,6,6,17,18,7,1,331,38.3,0,0,6.94,0,0,0,Poor,80,0,1462
1382,65,20,48,48,37,29,21,30,30,41,105,20,5,5,17,12,7,1,343,38.3,0,0,7.54,0,0,0,Poor,80,0,1463
1383,65,20,48,48,37,28,20,29,29,41,105,20,5,5,17,12,7,1,342,38.3,0,0,7.54,0,0,0,Poor,80,0,1464
1384,64,20,48,56,37,45,25,35,39,41,104,22,7,6,17,19,7,1,353,38.3,0,0,6.94,0,0,0,Poor,80,0,1465
1385,65,20,48,56,38,46,25,36,39,41,105,22,7,6,17,19,7,1,373,38.3,0,0,6.94,0,0,0,Poor,80,0,1466
1386,64,20,48,57,37,44,25,35,38,41,105,22,7,6,17,24,7,2,379,38.3,0,0,6.94,0,0,0,Poor,80,0,1467
1387,65,20,48,45,37,24,19,28,27,41,99,20,5,4,17,9,7,1,344,38.3,0,0,6.94,0,0,0,Poor,80,0,1468
1388,65,20,48,56,37,43,25,35,37,41,104,22,6,6,17,18,7,1,343,38.3,0,0,6.94,0,0,0,Poor,80,0,1469
1389,64,20,48,53,37,39,23,33,35,41,99,21,6,6,17,16,7,1,349,38.3,0,0,6.94,0,0,0,Poor,80,0,1461
1390,20,6,12,46,9,25,7,11,146,9,78,15,2,3,6,139,2,1,141,38.3,0,7,7.27,2,2,3,Poor,80,25,1470
1391,18,6,12,45,8,24,7,10,145,9,78,15,2,3,6,139,2,1,137,38.3,0,11,6.91,2,2,4,Poor,80,25,1472
1392,19,7,12,45,9,24,7,11,146,9,77,15,2,3,6,139,2,1,136,38.3,186,7,7.01,2,2,3,Poor,80,25,1473
1393,19,6,12,45,9,25,7,11,146,9,78,15,2,3,6,139,2,1,144,38.3,186,8,7.01,2,2,4,Poor,80,25,1474
1394,19,6,12,46,8,25,7,11,146,9,78,15,2,3,6,139,2,1,142,38.3,0,9,7.01,2,2,4,Poor,80,25,1475
1395,19,6,12,46,8,25,7,11,146,9,78,15,2,3,6,139,2,1,141,38.3,0,10,7.01,2,2,4,Poor,80,25,1476
1396,19,7,12,37,8,6,3,5,138,9,73,13,1,2,6,133,2,0,140,38.3,0,10,6.95,2,2,4,Poor,80,25,1477
1397,19,7,12,39,8,7,4,7,138,9,78,14,1,2,6,134,2,1,142,38.3,0,10,6.95,2,2,4,Poor,80,25,1478
1398,18,7,12,36,9,4,3,5,137,9,73,13,1,1,6,133,2,0,139,38.3,0,10,6.95,2,2,4,Poor,80,25,1479
1399,19,6,12,36,8,3,2,5,137,9,73,13,1,1,6,133,2,0,144,38.3,0,11,6.95,2,2,4,Poor,80,25,1471
1400,36,8,14,44,9,18,7,11,141,10,69,15,1,2,5,131,2,1,93,38.3,117,99,7.03,8,10,22,Poor,80,50,1480
1401,27,7,11,37,7,4,4,6,136,9,69,13,0,1,4,127,2,0,97,38.3,121,106,7.86,8,11,23,Poor,80,50,1482
1402,36,8,14,47,9,24,9,12,144,10,74,15,2,2,4,132,2,1,92,38.3,117,100,7.03,8,10,22,Poor,80,50,1483
1403,33,8,13,47,9,25,9,12,144,9,74,15,2,3,5,133,2,1,100,38.3,123,103,7.03,8,11,23,Poor,80,50,1484
1404,31,8,13,44,8,18,7,10,142,9,69,15,1,2,4,131,2,1,95,38.3,127,103,7.03,8,11,23,Poor,80,50,1485
1405,30,8,12,47,8,21,8,12,143,9,75,15,2,2,4,133,2,1,101,38.3,127,104,7.09,8,11,23,Poor,80,50,1486
1406,29,8,12,46,8,23,8,12,144,9,75,15,2,3,4,133,2,1,86,38.3,121,104,7.09,8,11,23,Poor,80,50,1487
1407,28,8,12,44,8,18,7,10,142,9,69,15,2,2,4,131,2,1,93,38.3,121,104,7.09,8,11,23,Poor,80,50,1488
1408,28,7,11,53,8,38,11,15,2,9,75,16,3,4,4,136,2,1,92,38.3,121,105,7.09,8,11,23,Poor,80,50,1489
1409,28,7,11,46,8,22,8,11,143,9,75,15,2,2,4,132,2,1,75,38.3,121,106,7.86,8,11,23,Poor,80,50,1481
1440,72,20,50,55,39,46,21,29,30,31,100,19,6,6,15,11,5,1,326,36.3,0,0,7.73,0,0,0,Poor,91,0,1520
1441,71,20,50,52,39,40,20,27,27,31,94,19,6,5,15,9,6,1,327,36.3,0,0,7.92,0,0,0,Poor,91,0,1522
1442,71,20,50,49,39,31,18,24,23,31,100,18,5,4,15,6,6,1,274,36.3,0,0,7.73,0,0,0,Poor,91,0,1523
1443,71,20,49,52,39,40,20,27,27,31,94,19,6,5,15,9,6,1,325,36.3,0,0,7.3,0,0,0,Poor,91,0,1524
1444,71,20,50,53,39,40,20,27,27,31,94,19,6,5,15,9,6,1,320,36.3,0,0,7.3,0,0,0,Poor,91,0,1525
1445,71,20,50,55,39,46,21,29,29,31,100,19,6,5,15,10,6,1,324,36.3,0,0,7.3,0,0,0,Poor,91,0,1526
1446,71,20,49,56,39,47,21,29,31,30,99,19,6,6,15,11,6,1,326,36.3,0,0,7.3,0,0,0,Poor,91,0,1527
1447,71,20,49,47,39,28,17,23,21,31,100,18,5,4,15,4,6,1,328,36.3,0,0,7.92,0,0,0,Poor,91,0,1528
1448,71,20,50,53,39,40,20,27,27,31,94,19,6,5,15,9,6,1,324,36.3,0,0,7.92,0,0,0,Poor,91,0,1529
1449,71,20,49,52,39,39,20,27,27,31,94,19,6,5,15,8,6,1,341,36.3,0,0,7.92,0,0,0,Poor,91,0,1521
1450,18,6,11,46,8,23,6,8,142,4,71,15,2,3,4,133,1,1,82,36.2,43,63,7.7,6,8,16,Moderate,91,25,1530
1451,17,6,12,47,8,25,6,9,143,5,70,15,2,3,4,130,2,1,126,36.2,42,66,7.88,6,8,16,Moderate,91,25,1532
1452,17,6,11,42,8,18,5,7,140,4,66,14,2,2,4,128,1,1,141,36.2,43,64,7.7,6,8,16,Moderate,91,25,1533
1453,17,6,11,43,8,19,5,7,141,4,66,14,2,2,4,128,2,1,60,36.2,43,64,7.67,6,8,16,Moderate,91,25,1534
1454,17,6,11,44,8,22,5,8,142,4,70,14,2,2,4,129,1,1,129,36.2,43,64,7.67,6,8,16,Moderate,91,25,1535
1455,17,6,11,44,8,22,6,8,142,4,71,15,2,2,4,129,2,1,129,36.2,43,65,7.67,6,8,16,Moderate,91,25,1536
1456,17,6,12,43,8,19,5,7,141,5,66,14,2,2,4,128,2,1,126,36.2,43,66,7.67,6,8,16,Moderate,91,25,1537
1457,18,6,11,48,8,26,6,9,144,5,71,15,2,3,4,133,2,1,128,36.2,43,66,7.88,6,8,16,Moderate,91,25,1538
1458,17,6,11,45,8,25,6,8,143,5,71,15,2,3,4,129,2,1,104,36.2,42,66,7.88,6,8,16,Moderate,91,25,1539
1459,17,6,11,42,8,18,4,7,140,5,66,14,2,2,4,128,2,1,129,36.2,42,66,7.88,6,8,16,Moderate,91,25,1531
1460,34,8,16,44,10,20,6,9,142,8,68,14,2,2,5,131,2,1,26,36.3,99,66,7.13,6,8,16,Poor,91,50,1540
1461,31,8,16,46,10,27,7,10,145,8,72,15,3,3,5,132,2,1,81,36.3,89,66,7.88,6,8,16,Poor,91,50,1542
1462,33,8,16,40,10,11,4,6,139,8,74,14,1,2,5,129,2,0,61,36.3,99,66,7.92,6,8,16,Poor,91,50,1543
1463,34,8,16,46,10,22,6,9,143,8,73,15,2,3,5,132,2,1,102,36.3,96,66,7.92,6,8,16,Poor,91,50,1544
1464,33,8,16,46,10,26,7,10,145,8,73,15,2,3,5,133,2,1,41,36.3,95,66,7.92,6,8,16,Poor,91,50,1545
1465,32,8,16,45,10,24,6,10,144,8,73,15,2,3,5,132,2,1,57,36.3,95,66,7.92,6,8,16,Poor,91,50,1546
1466,32,8,16,37,10,5,2,5,136,8,68,13,1,1,5,127,2,0,56,36.3,95,66,7.92,6,8,16,Poor,91,50,1547
1467,32,8,16,45,10,24,7,10,144,8,73,15,2,3,5,132,2,1,63,36.3,92,66,7.87,6,8,16,Poor,91,50,1548
1468,31,8,16,43,10,20,5,8,142,7,68,14,2,2,5,131,2,1,61,36.3,92,66,7.87,6,8,16,Poor,91,50,1549
1469,32,8,16,44,10,20,6,9,143,8,68,14,2,2,5,131,2,1,61,36.3,91,66,7.87,6,8,16,Poor,91,50,1541
1470,157,47,112,4,77,72,24,36,61,46,7,22,14,11,28,47,12,2,341,38.3,0,0,7.05,0,0,0,Poor,96,0,1550
1471,155,47,111,7,76,78,26,38,65,46,14,23,15,12,28,49,12,2,376,38.3,0,0,7.12,0,0,0,Poor,96,0,1552
1472,156,47,111,7,76,79,26,38,66,46,13,23,15,12,28,50,12,2,351,38.3,0,0,7.07,0,0,0,Poor,96,0,1553
1473,155,47,111,61,76,58,22,33,54,46,14,21,13,11,28,42,12,2,339,38.3,0,0,7.07,0,0,0,Poor,96,0,1554
1474,155,46,110,4,76,71,24,36,61,46,7,22,14,11,28,46,12,2,342,38.3,0,0,7.07,0,0,0,Poor,96,0,1555
1475,155,46,110,4,76,71,24,36,61,46,7,22,14,11,28,46,12,2,341,38.3,0,0,7.07,0,0,0,Poor,96,0,1556
1476,155,47,111,7,76,78,26,38,65,46,13,23,15,12,28,49,12,2,338,38.3,0,0,7.12,0,0,0,Poor,96,0,1557
1477,155,46,111,4,76,72,24,36,61,46,7,22,14,11,28,46,12,2,273,38.3,0,0,7.12,0,0,0,Poor,96,0,1558
1478,155,47,111,7,76,79,26,38,66,46,13,23,15,12,28,49,12,2,341,38.3,0,0,7.12,0,0,0,Poor,96,0,1559
1479,155,47,111,58,76,52,20,30,50,46,7,20,12,10,28,39,12,1,342,38.3,0,0,7.12,0,0,0,Poor,96,0,1551
1480,78,21,53,57,31,42,10,15,16,15,86,18,5,5,11,155,6,2,271,38.4,79,66,7.06,6,8,16,Poor,96,25,1560
1481,75,21,52,57,31,43,10,16,17,16,85,18,5,5,11,155,6,2,283,38.4,77,66,7.92,6,8,16,Poor,96,25,1562
1482,77,21,52,56,31,39,9,15,15,16,85,18,5,5,11,154,6,2,280,38.4,78,66,7.06,6,8,16,Poor,96,25,1563
1483,77,20,52,0,30,59,13,20,24,16,86,19,6,6,11,155,6,2,289,38.3,78,66,7.06,6,8,16,Poor,96,25,1564
1484,76,20,52,52,31,34,8,13,13,16,80,17,5,4,11,148,6,1,279,38.4,78,66,7.06,6,8,16,Poor,96,25,1565
1485,76,20,52,53,31,38,9,15,14,15,85,17,5,5,11,149,6,1,279,38.4,77,66,7.94,6,8,16,Poor,96,25,1566
1486,75,20,52,52,31,34,8,13,13,16,80,17,5,4,11,148,6,1,277,38.4,77,66,7.94,6,8,16,Poor,96,25,1567
1487,75,20,52,52,31,34,8,13,13,14,80,17,4,4,11,148,6,1,284,38.4,77,66,7.94,6,8,16,Poor,96,25,1568
1488,75,20,52,51,31,34,8,13,13,15,80,17,4,4,11,148,6,1,279,38.4,77,66,7.94,6,8,16,Poor,96,25,1569
1489,75,20,52,54,31,40,9,15,16,16,86,17,5,5,11,150,6,1,280,38.4,77,66,7.92,6,8,16,Poor,96,25,1561
1490,23,6,7,47,11,20,18,20,24,19,85,20,3,4,12,153,4,1,71,38.4,128,78,7.43,7,9,18,Poor,96,50,1570
1491,22,7,8,45,11,17,16,18,19,19,80,19,2,3,12,151,4,1,80,38.4,133,94,7.97,8,10,21,Poor,96,50,1572
1492,22,7,7,50,11,23,18,20,19,19,84,20,3,4,11,157,4,2,69,38.4,128,85,7.43,7,9,20,Poor,96,50,1573
1493,22,6,8,45,11,16,16,18,20,19,79,19,2,3,12,151,4,1,74,38.4,124,81,7.43,7,9,19,Poor,96,50,1574
1494,21,6,7,39,11,3,13,14,13,19,80,17,1,2,12,146,4,0,70,38.4,128,83,7.43,7,9,19,Poor,96,50,1575
1495,21,6,7,46,11,17,16,18,20,19,80,19,3,3,12,151,4,1,65,38.4,128,87,8.02,7,9,20,Poor,96,50,1576
1496,21,6,8,39,11,2,12,13,12,19,80,17,1,2,12,146,4,0,33,38.4,128,89,8.02,8,10,20,Poor,96,50,1577
1497,21,7,8,46,11,17,16,18,19,19,80,19,2,3,12,151,4,1,68,38.4,134,93,8.02,8,10,21,Poor,96,50,1578
1498,21,7,8,42,11,9,14,16,15,20,84,18,2,3,12,149,4,1,70,38.4,134,94,8.02,8,10,21,Poor,96,50,1579
1499,21,7,8,49,11,21,17,20,21,20,85,20,3,4,12,153,4,1,65,38.4,133,94,7.97,8,10,21,Poor,96,50,1571
1500,170,53,128,10,90,87,35,53,86,75,21,3,21,18,37,70,16,3,362,37.2,0,0,7.92,0,0,0,Poor,6,0,1372
1501,168,53,127,13,90,95,36,56,90,75,28,4,21,18,36,72,16,3,324,37.2,0,0,8.07,0,0,0,Poor,6,0,1373
1502,169,53,127,14,90,97,37,57,92,75,28,4,21,19,37,74,16,3,328,37.2,0,0,7.87,0,0,0,Poor,6,0,1374
1503,168,53,127,10,90,88,35,54,86,75,21,3,20,18,37,70,16,3,324,37.2,0,0,7.87,0,0,0,Poor,6,0,1375
1504,168,53,127,9,90,87,35,53,86,75,21,3,20,18,37,70,16,3,320,37.2,0,0,7.87,0,0,0,Poor,6,0,1376
1505,168,53,127,13,90,95,37,56,90,75,29,4,21,19,37,73,16,3,346,37.2,0,0,7.87,0,0,0,Poor,6,0,1377
1506,168,53,127,14,90,97,37,57,92,75,28,4,22,19,37,74,16,3,343,37.2,0,0,7.88,0,0,0,Poor,6,0,1378
1507,168,53,127,12,90,93,36,56,90,75,29,4,21,19,37,72,16,3,315,37.2,0,0,7.88,0,0,0,Poor,6,0,1379
1508,167,53,127,13,90,95,37,56,91,75,28,4,21,19,37,73,16,3,333,37.2,0,0,7.88,0,0,0,Poor,6,0,1380
1509,168,53,127,11,90,91,36,55,88,75,28,3,21,18,37,71,16,3,329,37.2,0,0,7.88,0,0,0,Poor,6,0,1382
1510,117,25,63,57,43,50,15,23,28,32,98,18,9,10,18,15,7,2,236,37.3,21,57,7.92,6,7,14,Moderate,6,25,1392
1511,115,25,62,56,42,48,14,22,27,30,98,18,9,9,18,14,7,2,237,37.3,19,56,7.88,6,7,14,Moderate,6,25,1393
1512,118,25,64,56,43,47,14,22,27,31,98,18,9,9,18,14,7,2,257,37.3,20,54,7.92,6,7,14,Moderate,6,25,1394
1513,119,25,64,50,43,34,11,18,20,30,98,17,8,8,18,8,7,1,239,37.3,19,55,7.87,6,7,14,Moderate,6,25,1395
1514,118,25,64,56,42,49,14,23,27,30,99,18,9,9,18,14,7,2,232,37.3,19,56,7.87,6,7,14,Moderate,6,25,1396
1515,117,25,63,57,42,50,14,23,28,30,98,18,9,10,18,15,7,2,271,37.3,19,56,7.87,6,7,14,Moderate,6,25,1397
1516,116,25,62,57,42,51,14,23,29,30,98,18,9,10,18,15,7,2,233,37.3,19,56,7.87,6,7,14,Moderate,6,25,1398
1517,116,25,63,50,42,30,11,18,19,30,98,17,8,8,18,8,7,1,239,37.3,19,56,7.88,6,7,14,Moderate,6,25,1399
1518,115,25,62,58,42,48,14,22,27,30,98,18,9,9,18,14,7,1,234,37.3,19,56,7.88,6,7,14,Moderate,6,25,1400
1519,115,25,62,57,42,51,14,23,29,30,98,18,9,10,18,15,7,1,257,37.3,19,57,7.88,6,7,14,Moderate,6,25,1402
1520,101,19,50,50,29,42,13,18,38,22,99,18,10,10,21,20,6,1,156,37.4,115,66,7.11,6,8,16,Poor,6,50,1412
1521,98,19,50,54,29,46,13,20,39,22,98,19,10,10,21,26,6,2,154,37.4,115,70,6.89,6,8,17,Poor,6,50,1413
1522,101,19,51,53,29,47,14,20,40,22,98,19,10,10,22,28,6,2,150,37.4,115,66,7.11,6,8,16,Poor,6,50,1414
1523,101,19,51,48,29,39,11,17,35,22,93,18,9,9,21,18,6,1,159,37.4,115,66,7.11,6,8,16,Poor,6,50,1415
1524,99,19,50,52,29,46,13,19,39,22,99,18,10,10,21,20,6,1,146,37.4,115,66,7.11,6,8,16,Poor,6,50,1416
1525,99,19,50,49,29,39,12,17,35,22,93,18,9,9,21,18,6,1,151,37.4,115,66,6.96,6,8,16,Poor,6,50,1417
1526,98,19,50,43,29,26,9,14,28,22,99,17,8,8,21,13,6,1,176,37.4,115,67,6.96,6,8,16,Poor,6,50,1418
1527,98,19,50,52,28,46,13,19,39,22,99,19,10,10,21,20,6,1,149,37.4,115,68,6.96,6,8,16,Poor,6,50,1419
1528,98,19,50,49,29,39,12,17,35,22,93,18,10,10,21,17,6,1,143,37.4,115,68,6.89,6,8,17,Poor,6,50,1420
1529,98,19,50,43,29,26,9,13,28,23,99,17,8,8,21,12,6,1,151,37.4,115,69,6.89,6,8,17,Poor,6,50,1422
1530,138,38,94,2,64,67,35,53,64,70,10,2,12,9,26,40,12,2,339,37.3,0,0,7.54,0,0,0,Poor,15,0,502
1531,137,38,93,3,64,69,36,54,65,70,11,2,12,9,26,40,13,2,331,37.3,0,0,7.57,0,0,0,Poor,15,0,503
1532,138,39,93,4,64,69,36,54,65,70,11,2,12,10,26,41,12,2,337,37.3,0,0,7.54,0,0,0,Poor,15,0,504
1533,138,38,93,4,64,67,36,54,64,70,10,2,12,9,26,40,12,2,336,37.3,0,0,7.54,0,0,0,Poor,15,0,505
1534,138,39,93,6,64,71,37,56,66,70,10,3,13,10,26,49,12,3,336,37.3,0,0,7.54,0,0,0,Poor,15,0,506
1535,137,38,93,2,64,66,35,53,64,70,10,2,12,9,26,40,12,2,338,37.3,0,0,7.56,0,0,0,Poor,15,0,507
1536,138,38,93,4,64,70,37,54,66,70,9,2,12,9,26,41,12,2,364,37.3,0,0,7.56,0,0,0,Poor,15,0,508
1537,137,38,93,0,64,61,34,51,60,70,4,1,10,9,26,37,13,2,339,37.3,0,0,7.56,0,0,0,Poor,15,0,509
1538,137,38,94,0,64,62,34,52,61,70,4,2,12,9,26,38,12,2,335,37.3,0,0,7.56,0,0,0,Poor,15,0,510
1539,137,39,94,58,64,51,31,47,54,69,10,0,10,8,26,32,12,2,324,37.3,0,0,7.57,0,0,0,Poor,15,0,512
1540,60,12,30,41,22,13,8,14,1,25,76,16,3,2,10,141,4,1,121,37.3,0,0,7.57,0,0,0,Poor,15,25,522
1541,57,11,30,58,21,51,17,25,18,25,81,19,6,5,10,152,4,2,122,37.4,4,20,8.02,3,4,7,Poor,15,25,523
1542,59,11,31,51,22,36,13,21,11,25,82,18,5,4,9,148,4,1,122,37.4,11,22,7.51,3,4,7,Poor,15,25,524
1543,59,12,30,51,21,36,14,21,11,25,82,18,4,4,10,147,4,1,119,37.4,9,22,7.51,3,4,7,Poor,15,25,525
1544,58,11,30,50,22,35,13,20,11,25,81,18,4,4,10,147,5,1,119,37.4,9,21,7.51,3,4,7,Poor,15,25,526
1545,58,12,30,49,22,33,13,20,10,25,82,18,4,4,10,147,4,1,101,37.4,7,20,7.51,3,4,7,Poor,15,25,527
1546,58,12,30,50,22,35,13,21,11,26,82,18,4,4,10,147,5,1,119,37.4,6,21,8.07,3,4,7,Poor,15,25,528
1547,58,12,30,48,22,29,12,18,8,25,76,17,4,4,10,145,4,1,118,37.4,6,21,8.07,3,4,7,Poor,15,25,529
1548,57,11,30,51,21,35,13,21,11,25,82,18,4,4,9,147,5,1,119,37.4,5,21,8.07,3,4,7,Poor,15,25,530
1549,58,12,30,48,22,29,12,19,9,25,76,17,4,4,10,145,4,1,117,37.4,4,20,8.07,3,4,7,Poor,15,25,532
1550,109,16,31,48,33,23,18,28,12,36,85,19,4,4,12,148,6,1,86,37.4,149,101,7.32,8,10,23,Poor,15,50,542
1551,82,14,32,54,29,40,20,29,19,33,84,20,5,5,11,153,6,1,62,37.4,147,104,7.87,8,11,23,Poor,15,50,543
1552,106,16,31,52,32,34,20,30,16,35,80,20,5,5,12,151,6,1,52,37.4,149,101,7.32,8,10,23,Poor,15,50,544
1553,102,16,32,52,32,34,20,30,16,35,80,19,5,5,12,151,6,1,74,37.4,146,103,7.92,8,11,23,Poor,15,50,545
1554,101,16,32,60,31,50,24,35,24,35,85,21,6,6,12,156,6,2,58,37.4,148,104,7.92,8,11,23,Poor,15,50,546
1555,97,16,33,52,32,33,19,29,16,34,80,19,5,5,12,151,6,1,70,37.4,148,104,7.92,8,11,23,Poor,15,50,547
1556,93,15,33,55,31,41,21,31,19,34,84,20,6,5,12,153,6,1,49,37.4,147,103,7.92,8,11,23,Poor,15,50,548
1557,90,15,33,53,30,36,19,29,17,34,85,19,5,5,12,152,6,1,66,37.4,147,104,7.87,8,11,23,Poor,15,50,549
1558,88,15,33,54,30,40,20,30,19,34,85,20,5,5,12,153,6,1,39,37.4,147,104,7.87,8,11,23,Poor,15,50,550
1559,85,15,33,55,30,41,20,30,20,33,85,20,5,5,12,153,6,1,52,37.4,147,104,7.87,8,11,23,Poor,15,50,552
1560,234,78,174,63,118,130,64,85,148,90,110,24,26,22,48,158,25,5,389,37.6,200,180,7.45,18,22,46,Poor,112.8734177,25,1580
1560,234,78,174,63,118,130,64,85,148,90,110,24,26,22,48,0,25,5,389,37.6,200,180,7.45,18,22,46,Poor,112.8734177,25,1580
