records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,capacitity_moist,temp,moist,ec_(u/10_gram),ph,nitro_(mg/10_g),posh_nitro_(mg/10_g),pota_nitro_(mg/10_g),Soil Health,Soil_Type,ML,Test_Case
570,124,34,84,62,60,66,23,36,43,52,99,21,9,8,20,17,7,2,324,32.6,0,0,7.99,0,0,0,Poor,179,0,620
571,123,34,84,56,60,51,19,31,35,52,103,20,8,7,20,11,8,1,323,32.7,0,0,7.7,0,0,0,Poor,179,0,622
572,124,34,84,3,60,70,24,37,45,52,104,21,9,8,20,19,7,2,381,32.6,0,0,7.99,0,0,0,Poor,179,0,623
573,123,34,84,62,60,66,23,36,43,52,99,21,9,8,20,17,7,2,325,32.6,0,0,7.99,0,0,0,Poor,179,0,624
574,123,34,84,62,60,66,23,36,43,52,99,21,9,8,20,17,7,2,328,32.7,0,0,7.77,0,0,0,Poor,179,0,625
575,123,34,84,1,60,70,25,38,45,52,104,21,9,8,20,18,8,2,322,32.7,0,0,7.77,0,0,0,Poor,179,0,626
576,123,34,84,3,60,74,25,38,47,52,104,22,10,9,20,19,8,2,304,32.7,0,0,7.77,0,0,0,Poor,179,0,627
577,122,34,84,3,60,74,25,39,47,52,104,22,10,9,20,20,8,2,328,32.7,0,0,7.77,0,0,0,Poor,179,0,628
578,123,34,84,2,60,73,25,38,47,52,104,21,10,9,20,19,8,2,329,32.7,0,0,7.7,0,0,0,Poor,179,0,629
579,122,34,84,1,60,69,24,38,45,52,104,21,9,8,20,18,8,2,289,32.7,0,0,7.7,0,0,0,Poor,179,0,621
580,56,12,25,53,23,41,9,14,6,15,74,16,4,5,7,137,2,1,144,32.8,0,3,7.19,2,2,3,Poor,179,25,630
581,52,12,25,51,22,38,9,14,5,14,75,16,4,4,7,136,2,1,93,32.9,0,8,7.08,2,2,3,Poor,179,25,632
582,55,12,25,50,23,34,8,12,3,15,70,16,4,4,7,135,2,1,116,32.8,0,4,7.19,2,2,3,Poor,179,25,633
583,54,12,25,52,23,38,9,13,5,15,75,16,4,4,7,136,2,1,101,32.8,0,4,7.19,2,2,3,Poor,179,25,634
584,53,12,25,52,23,38,9,14,5,15,75,16,4,4,7,136,2,1,23,32.8,0,5,7.19,2,2,3,Poor,179,25,635
585,53,12,25,52,23,40,9,14,6,15,75,16,4,5,7,136,2,1,101,32.8,0,6,7.1,2,2,3,Poor,179,25,636
586,53,12,25,53,22,42,9,14,6,15,75,16,4,5,7,137,2,1,138,32.8,0,6,7.1,2,2,3,Poor,179,25,637
587,53,12,25,49,22,34,8,12,3,15,70,16,4,4,7,135,2,1,110,32.9,0,6,7.1,2,2,3,Poor,179,25,638
588,52,11,25,52,23,40,9,13,5,14,75,16,4,4,7,136,2,1,96,32.9,0,7,7.1,2,2,3,Poor,179,25,639
589,53,12,25,50,22,34,8,12,3,14,70,16,4,4,7,135,2,1,96,32.9,0,7,7.08,2,2,3,Poor,179,25,631
590,38,12,34,50,23,44,8,12,6,13,77,16,5,5,8,137,2,1,101,33.2,76,66,7.05,6,8,16,Poor,179,50,640
591,36,12,33,49,22,40,7,11,5,12,76,16,4,5,8,137,2,1,103,33.3,77,66,7.45,6,8,16,Poor,179,50,642
592,37,12,34,50,22,44,8,12,7,13,77,16,5,5,8,137,2,1,98,33.2,76,66,7.05,6,8,16,Poor,179,50,643
593,38,12,34,48,22,38,6,11,4,13,72,15,4,4,8,136,2,1,98,33.2,76,66,7.5,6,8,16,Poor,179,50,644
594,38,12,34,47,22,36,6,10,3,12,72,15,4,4,8,135,2,1,103,33.2,76,66,7.5,6,8,16,Poor,179,50,645
595,37,12,34,47,22,36,6,10,4,12,72,15,4,4,8,135,2,1,101,33.2,76,66,7.5,6,8,16,Poor,179,50,646
596,37,12,34,50,22,42,8,12,6,12,77,16,5,5,8,137,2,1,99,33.3,76,66,7.5,6,8,16,Poor,179,50,647
597,36,12,33,42,22,25,4,7,147,12,77,14,3,4,8,133,2,1,98,33.3,76,66,7.45,6,8,16,Poor,179,50,648
598,36,12,33,50,22,43,7,12,6,12,77,16,5,5,8,137,2,1,100,33.3,76,66,7.45,6,8,16,Poor,179,50,649
599,37,12,33,48,22,37,6,11,4,12,72,15,4,5,8,135,2,1,111,33.3,77,66,7.45,6,8,16,Poor,179,50,641
600,111,31,76,2,56,67,28,41,47,52,4,22,9,9,21,28,8,2,272,36,0,0,7.11,0,0,0,Poor,180,0,650
601,109,31,75,2,56,72,29,42,50,52,2,23,10,9,21,29,9,2,327,36,0,0,6.92,0,0,0,Poor,180,0,652
602,110,31,76,1,56,70,28,41,49,52,2,22,10,9,21,29,8,2,321,36,0,0,7.11,0,0,0,Poor,180,0,653
603,109,31,76,1,56,69,29,42,48,52,3,23,10,9,21,28,8,2,320,36,0,0,6.94,0,0,0,Poor,180,0,654
604,109,31,75,1,56,70,28,42,49,52,2,22,10,9,21,28,9,2,366,36,0,0,6.94,0,0,0,Poor,180,0,655
605,109,31,76,56,56,51,24,35,39,53,3,21,8,7,21,21,9,1,329,36,0,0,6.94,0,0,0,Poor,180,0,656
606,109,31,76,1,56,71,29,42,49,52,3,23,10,9,21,28,9,2,323,36,0,0,6.94,0,0,0,Poor,180,0,657
607,109,31,76,2,56,68,28,41,48,53,3,23,9,9,21,34,9,2,314,36,0,0,6.92,0,0,0,Poor,180,0,658
608,109,31,76,2,56,72,29,42,50,52,2,23,10,9,21,29,9,2,322,36,0,0,6.92,0,0,0,Poor,180,0,659
609,109,31,76,2,56,72,29,42,50,52,2,23,10,9,21,28,9,2,319,36,0,0,6.92,0,0,0,Poor,180,0,651
610,30,9,23,48,20,36,13,17,12,17,77,16,5,5,10,142,3,1,172,36.1,36,26,7.03,4,5,9,Moderate,180,25,660
611,29,9,23,52,20,43,15,19,14,16,82,17,6,6,9,147,3,1,199,36.2,31,28,7.97,4,5,9,Moderate,180,25,662
612,30,9,24,51,20,44,15,19,15,17,82,17,6,5,9,144,3,1,189,36.1,33,27,7.04,4,5,9,Moderate,180,25,663
613,29,9,24,51,21,44,15,19,15,16,82,17,5,5,9,143,3,1,172,36.2,32,26,7.04,4,5,9,Moderate,180,25,664
614,29,9,24,43,21,26,11,14,7,16,81,15,4,4,9,139,3,1,175,36.1,32,27,7.04,4,5,9,Moderate,180,25,665
615,29,9,24,47,20,36,13,17,11,16,77,16,5,5,9,141,3,1,170,36.2,32,27,7.04,4,5,9,Moderate,180,25,666
616,29,9,23,50,20,43,15,19,15,16,82,17,5,5,9,143,3,1,179,36.2,32,27,7.04,4,5,9,Moderate,180,25,667
617,29,9,23,48,20,37,13,17,12,16,77,16,5,5,9,141,3,1,182,36.2,31,27,7.84,4,5,9,Moderate,180,25,668
618,29,9,23,47,20,35,13,16,11,16,77,16,5,5,9,141,3,1,173,36.2,31,28,7.84,4,5,9,Moderate,180,25,669
619,29,9,24,42,21,24,11,14,6,16,81,15,4,4,9,138,3,1,165,36.2,31,28,7.84,4,5,9,Moderate,180,25,661
620,55,10,20,47,15,36,12,16,15,15,82,16,6,5,8,133,2,1,91,36.3,171,128,7.22,10,13,28,Poor,180,50,670
621,33,10,23,45,17,32,10,14,11,15,76,16,5,5,7,131,2,1,86,36.3,168,130,8.02,10,13,29,Poor,180,50,672
622,53,10,20,47,15,37,11,16,15,15,82,16,6,5,7,133,2,1,118,36.3,170,129,7.22,10,13,28,Poor,180,50,673
623,47,10,19,45,14,32,10,14,12,15,76,16,5,5,8,132,2,0,71,36.3,170,129,7.22,10,13,28,Poor,180,50,674
624,42,9,19,48,15,38,12,16,15,15,82,16,6,5,8,133,2,1,78,36.3,170,129,7.12,10,13,28,Poor,180,50,675
625,40,9,19,45,14,32,11,15,12,15,76,16,5,5,7,132,2,1,44,36.3,170,130,7.12,10,13,29,Poor,180,50,676
626,34,9,19,47,15,35,12,16,13,15,81,16,5,5,8,133,2,1,100,36.3,170,130,7.12,10,13,29,Poor,180,50,677
627,34,8,20,45,15,32,11,15,12,15,76,16,5,5,7,132,2,1,82,36.3,170,130,7.12,10,13,29,Poor,180,50,678
628,32,9,22,45,16,32,11,15,12,15,76,16,5,5,7,132,2,1,71,36.3,170,131,8.02,10,13,29,Poor,180,50,679
629,33,9,25,42,16,20,8,12,6,15,81,15,4,4,7,129,2,1,78,36.3,170,131,8.02,10,13,29,Poor,180,50,671
630,103,27,68,60,46,54,25,38,46,53,2,21,9,8,20,29,8,2,333,36.9,0,0,7.73,0,0,0,Poor,181,0,680
631,103,28,69,59,46,52,26,39,45,53,2,22,9,8,20,28,8,2,343,36.9,0,0,7.69,0,0,0,Poor,181,0,682
632,105,27,69,60,46,54,26,38,46,53,2,22,9,8,20,29,8,2,336,36.9,0,0,7.73,0,0,0,Poor,181,0,683
633,104,27,69,57,47,47,24,36,42,53,106,21,8,8,20,26,8,2,334,36.9,0,0,7.7,0,0,0,Poor,181,0,684
634,104,28,69,61,46,56,26,39,47,53,2,22,9,8,20,30,8,2,336,36.9,0,0,7.7,0,0,0,Poor,181,0,685
635,104,27,69,60,47,55,26,39,46,53,1,22,9,8,20,30,8,2,316,36.9,0,0,7.7,0,0,0,Poor,181,0,686
636,104,27,69,6,47,73,31,45,57,53,2,23,12,10,20,37,8,2,335,36.9,0,0,7.7,0,0,0,Poor,181,0,687
637,104,27,69,60,47,54,26,38,46,53,2,22,9,8,20,29,8,2,331,36.9,0,0,7.69,0,0,0,Poor,181,0,688
638,104,28,69,57,47,47,24,36,42,53,106,21,8,8,20,27,8,2,322,36.9,0,0,7.69,0,0,0,Poor,181,0,689
639,103,27,69,61,47,56,26,39,47,53,2,22,9,8,20,30,8,2,359,36.9,0,0,7.69,0,0,0,Poor,181,0,681
640,64,14,36,47,22,29,9,14,19,17,81,16,5,5,11,150,3,1,137,37,0,1,7.87,1,1,1,Poor,181,25,690
641,65,14,37,47,22,30,9,14,19,17,81,16,5,5,11,150,3,1,139,37,0,1,8.07,1,1,1,Poor,181,25,692
642,64,14,36,52,22,38,11,17,23,17,86,18,6,6,11,1,3,1,136,37,0,1,7.87,1,1,1,Poor,181,25,693
643,64,14,36,50,22,37,10,16,23,17,86,17,6,5,12,152,3,1,141,37,0,1,7.87,1,1,1,Poor,181,25,694
644,63,14,36,47,22,30,9,14,19,17,81,16,5,5,11,150,3,1,147,37,0,1,7.87,1,1,1,Poor,181,25,695
645,64,14,37,51,22,34,10,16,21,17,86,17,6,5,11,152,3,1,143,37,0,1,7.88,1,1,1,Poor,181,25,696
646,64,14,37,50,22,37,10,16,23,17,86,17,6,6,11,152,3,1,140,37,0,1,7.88,1,1,1,Poor,181,25,697
647,64,14,37,50,22,38,10,16,23,17,86,17,6,6,11,153,3,1,135,37,0,1,7.88,1,1,1,Poor,181,25,698
648,64,14,37,50,23,34,10,16,21,17,86,17,6,5,11,157,3,1,124,37,0,1,7.88,1,1,1,Poor,181,25,699
649,65,14,37,58,23,54,14,21,31,17,86,18,7,7,11,1,3,1,146,37,0,1,8.07,1,1,1,Poor,181,25,691
650,84,20,56,59,32,62,15,22,26,20,89,18,7,7,12,11,3,1,89,37,0,1,8.07,1,1,1,Poor,181,50,700
651,80,17,49,50,28,40,10,17,17,19,89,16,5,5,12,3,3,1,94,37.1,80,66,7,6,8,16,Poor,181,50,702
652,84,19,54,52,31,42,11,17,17,20,90,17,6,5,12,5,3,1,98,37.1,82,66,7.07,6,8,16,Poor,181,50,703
653,82,19,53,49,30,38,10,16,15,19,84,16,5,5,12,3,3,1,96,37.1,81,66,7.07,6,8,16,Poor,181,50,704
654,82,18,52,54,30,45,11,18,19,19,89,17,6,6,12,10,3,1,102,37.1,81,66,7.07,6,8,16,Poor,181,50,705
655,80,18,51,49,29,37,9,16,15,19,84,16,5,5,12,3,3,1,98,37.1,81,66,6.92,6,8,16,Poor,181,50,706
656,81,18,51,50,29,39,10,16,17,19,89,16,6,5,12,4,3,1,96,37.1,81,66,6.92,6,8,16,Poor,181,50,707
657,82,18,51,51,29,44,11,18,19,19,89,17,6,6,12,5,3,1,125,37.1,81,66,6.92,6,8,16,Poor,181,50,708
658,81,18,50,48,29,36,9,15,15,19,83,16,5,5,12,2,3,1,99,37.1,81,66,7,6,8,16,Poor,181,50,709
659,80,18,50,52,28,44,11,18,19,19,89,17,6,6,12,5,3,1,109,37.1,80,66,7,6,8,16,Poor,181,50,701
660,178,60,136,14,94,93,47,66,97,82,21,5,19,16,37,70,18,3,324,38.4,0,0,7.72,0,0,0,Poor,185,0,710
661,176,60,135,17,93,100,49,68,100,81,29,6,20,17,37,72,18,3,327,38.4,0,0,6.91,0,0,0,Poor,185,0,712
662,177,59,136,18,93,98,49,68,99,82,31,6,19,15,36,72,17,3,335,38.4,0,0,7.72,0,0,0,Poor,185,0,713
663,177,60,136,17,94,101,49,69,101,82,29,6,20,17,37,73,18,3,368,38.4,0,0,7.47,0,0,0,Poor,185,0,714
664,177,60,136,16,94,98,49,69,99,82,29,6,20,17,37,71,18,3,347,38.4,0,0,7.47,0,0,0,Poor,185,0,715
665,177,60,136,18,93,98,49,68,99,82,29,6,20,17,37,72,18,3,339,38.4,0,0,7.47,0,0,0,Poor,185,0,716
666,176,60,135,17,94,101,49,69,101,82,29,6,20,16,37,73,18,3,335,38.4,0,0,7.47,0,0,0,Poor,185,0,717
667,176,60,135,17,93,101,49,69,101,81,28,6,19,16,37,72,18,3,355,38.4,0,0,6.91,0,0,0,Poor,185,0,718
668,176,60,136,16,93,98,50,69,99,81,27,6,19,16,37,71,18,3,329,38.4,0,0,6.91,0,0,0,Poor,185,0,719
669,176,60,135,16,93,100,49,68,101,82,29,6,20,17,37,72,18,3,297,38.4,0,0,6.91,0,0,0,Poor,185,0,711
670,62,16,32,51,28,28,21,30,23,36,85,20,5,4,13,154,7,1,67,38.4,30,66,7.18,6,8,16,Moderate,185,25,720
671,61,16,32,53,28,32,23,32,25,36,91,21,5,5,13,156,7,2,71,38.4,28,66,7.05,6,8,16,Moderate,185,25,722
672,62,16,32,46,28,14,18,25,15,36,85,20,3,3,13,154,7,1,66,38.4,29,66,7.18,6,8,16,Moderate,185,25,723
673,62,16,32,54,28,35,23,32,26,36,90,21,5,5,13,157,7,2,65,38.4,29,66,7.18,6,8,16,Moderate,185,25,724
674,61,16,32,54,28,34,23,32,26,36,90,21,5,5,13,157,7,2,70,38.4,29,66,7.18,6,8,16,Moderate,185,25,725
675,61,16,32,55,28,36,24,33,27,36,91,21,5,5,13,157,7,2,74,38.4,29,66,7.08,6,8,16,Moderate,185,25,726
676,61,16,32,51,28,28,21,30,23,36,85,21,5,5,13,154,7,1,63,38.4,29,66,7.08,6,8,16,Moderate,185,25,727
677,61,16,32,56,28,34,23,33,26,36,91,22,5,5,13,4,7,2,67,38.4,29,66,7.08,6,8,16,Moderate,185,25,728
678,61,16,32,56,28,35,24,33,27,36,90,22,5,5,13,4,7,2,73,38.4,29,66,7.08,6,8,16,Moderate,185,25,729
679,61,16,32,54,28,34,23,32,26,36,91,21,5,5,13,156,7,1,71,38.4,29,66,7.05,6,8,16,Moderate,185,25,721
680,23,10,20,46,24,17,19,27,26,42,96,19,5,4,15,155,8,1,58,38.4,157,153,7.67,14,17,36,Poor,185,50,730
681,21,9,18,49,23,23,20,30,29,43,90,20,5,5,15,156,8,1,57,38.4,160,164,7.06,15,18,39,Poor,185,50,732
682,23,10,20,54,24,31,22,32,33,43,96,21,6,5,15,2,8,2,55,38.4,157,154,7.67,14,17,37,Poor,185,50,733
683,22,10,19,50,23,27,21,31,31,43,90,20,5,5,15,157,8,1,74,38.4,159,155,7.67,14,17,37,Poor,185,50,734
684,22,10,19,50,24,27,21,31,31,43,90,20,5,5,15,157,8,1,56,38.4,159,157,7.15,14,18,38,Poor,185,50,735
685,22,10,19,50,23,27,21,31,31,43,90,20,5,5,15,157,8,1,43,38.4,160,158,7.15,14,18,38,Poor,185,50,736
686,22,10,19,55,23,33,23,34,34,43,96,21,6,6,15,8,8,2,53,38.4,161,159,7.15,14,18,38,Poor,185,50,737
687,22,10,19,51,23,27,21,31,31,43,90,20,5,5,15,1,8,1,66,38.4,161,160,7.15,14,18,38,Poor,185,50,738
688,22,9,18,54,23,33,23,33,34,43,96,21,6,6,15,3,8,2,64,38.4,161,161,7.06,14,18,39,Poor,185,50,739
689,21,10,18,52,23,30,22,32,33,44,96,21,6,5,15,2,8,2,63,38.4,160,162,7.06,14,18,39,Poor,185,50,731
690,162,44,104,61,74,58,28,43,58,67,15,0,12,10,29,44,15,2,312,37.4,0,0,7.69,0,0,0,Poor,187,0,740
691,161,44,104,4,74,71,30,46,66,66,8,1,14,11,28,48,15,2,317,37.4,0,0,7.97,0,0,0,Poor,187,0,742
692,161,44,104,7,74,77,32,49,70,66,15,2,14,11,29,51,15,2,356,37.4,0,0,8.02,0,0,0,Poor,187,0,743
693,161,44,104,4,74,70,30,46,66,66,8,1,13,11,29,48,15,2,315,37.4,0,0,8.02,0,0,0,Poor,187,0,744
694,161,44,104,7,74,78,32,49,70,67,15,2,15,12,29,51,15,2,315,37.4,0,0,8.02,0,0,0,Poor,187,0,745
695,161,44,104,4,74,69,30,46,65,67,8,1,14,11,29,47,15,2,317,37.3,0,0,8.02,0,0,0,Poor,187,0,746
696,160,44,104,4,74,70,30,47,66,66,8,1,14,11,29,48,15,2,296,37.4,0,0,8.02,0,0,0,Poor,187,0,747
697,160,44,104,7,74,77,33,50,70,66,15,2,15,12,29,51,15,2,310,37.4,0,0,8.02,0,0,0,Poor,187,0,748
698,160,44,104,4,74,69,30,46,65,66,8,1,13,11,29,47,15,2,323,37.4,0,0,8.02,0,0,0,Poor,187,0,749
699,161,44,104,4,74,70,30,46,65,66,8,1,14,11,29,48,15,2,264,37.4,0,0,8.02,0,0,0,Poor,187,0,741
700,233,64,148,4,79,82,18,26,33,34,100,20,8,6,18,29,10,1,178,37.4,41,66,6.98,6,8,16,Moderate,187,25,750
701,221,60,139,6,78,80,18,26,34,34,102,20,8,6,18,29,10,1,181,37.4,37,66,6.91,6,8,16,Moderate,187,25,752
702,231,63,146,2,79,76,17,24,30,34,95,20,8,6,18,26,10,1,190,37.4,41,66,6.98,6,8,16,Moderate,187,25,753
703,232,63,145,60,79,65,14,21,25,34,101,19,7,5,18,22,10,1,215,37.4,39,66,6.98,6,8,16,Moderate,187,25,754
704,230,63,144,2,79,75,17,24,31,34,95,20,7,5,18,26,10,1,167,37.4,39,66,6.93,6,8,16,Moderate,187,25,755
705,229,62,143,57,79,57,13,19,22,34,95,18,6,4,18,19,10,1,177,37.4,38,66,6.93,6,8,16,Moderate,187,25,756
706,225,61,142,6,79,84,19,26,35,34,101,20,8,6,18,30,10,1,180,37.4,38,66,6.93,6,8,16,Moderate,187,25,757
707,224,61,140,60,78,63,14,21,26,34,101,19,6,5,18,23,10,1,182,37.4,38,66,6.93,6,8,16,Moderate,187,25,758
708,223,61,141,5,78,83,18,26,35,34,101,20,8,6,18,29,10,1,183,37.4,37,66,6.91,6,8,16,Moderate,187,25,759
709,222,60,140,4,78,80,18,26,34,34,102,20,8,6,18,28,10,1,174,37.4,37,66,6.91,6,8,16,Moderate,187,25,751
710,115,24,55,56,39,46,20,29,22,34,89,20,8,8,14,3,7,2,60,37.3,101,66,7.18,6,8,16,Poor,187,50,760
711,111,24,55,56,39,46,20,29,21,34,89,20,8,8,14,3,7,2,58,37.3,98,66,7.88,6,8,16,Poor,187,50,762
712,114,24,55,56,39,46,20,29,22,34,89,20,8,8,14,3,7,2,50,37.3,101,66,7.18,6,8,16,Poor,187,50,763
713,114,24,55,53,39,39,18,27,19,34,83,20,7,8,14,157,7,1,61,37.3,100,66,7.18,6,8,16,Poor,187,50,764
714,113,24,55,1,39,62,24,34,30,34,89,22,9,9,14,8,7,2,98,37.3,99,66,7.87,6,8,16,Poor,187,50,765
715,112,24,55,53,39,40,19,27,19,34,83,20,7,8,14,157,7,1,68,37.3,99,66,7.87,6,8,16,Poor,187,50,766
716,112,24,55,56,39,46,20,29,22,34,89,20,8,8,14,3,7,1,62,37.3,99,66,7.87,6,8,16,Poor,187,50,767
717,112,24,55,53,39,40,19,27,19,34,84,20,7,8,14,1,7,1,78,37.3,99,66,7.87,6,8,16,Poor,187,50,768
718,111,24,55,49,39,29,16,24,14,34,88,19,6,7,14,154,7,1,63,37.3,99,66,7.88,6,8,16,Poor,187,50,769
719,111,24,55,53,39,39,18,27,18,34,84,20,7,8,14,157,7,1,60,37.3,98,66,7.88,6,8,16,Poor,187,50,761
780,150,45,99,14,80,76,33,49,77,59,19,3,17,15,32,62,19,3,337,38.5,0,0,7.18,0,0,0,Poor,19,0,830
781,149,45,99,23,80,94,37,55,87,57,18,5,18,16,31,70,19,4,341,38.5,0,0,7.04,0,0,0,Poor,19,0,832
782,149,45,99,8,80,64,29,44,69,57,14,1,15,14,31,57,19,3,343,38.5,0,0,7.18,0,0,0,Poor,19,0,833
783,149,45,99,11,80,68,31,46,72,57,14,2,16,14,31,59,19,3,372,38.5,0,0,7.18,0,0,0,Poor,19,0,834
784,149,45,99,15,80,76,33,49,76,57,18,3,17,15,31,62,20,3,341,38.5,0,0,7.08,0,0,0,Poor,19,0,835
785,149,45,99,11,80,69,31,47,72,58,15,2,17,15,32,59,20,3,340,38.5,0,0,7.08,0,0,0,Poor,19,0,836
786,149,46,99,14,80,75,33,49,76,59,19,3,18,16,32,62,20,4,353,38.5,0,0,7.08,0,0,0,Poor,19,0,837
787,148,45,99,14,80,75,33,49,76,59,19,3,18,16,32,63,20,4,346,38.5,0,0,7.08,0,0,0,Poor,19,0,838
788,148,45,99,10,80,68,31,46,72,57,14,2,16,14,31,59,20,3,328,38.5,0,0,7.08,0,0,0,Poor,19,0,839
789,148,45,99,14,80,76,33,49,76,58,19,3,18,16,31,63,20,4,350,38.5,0,0,7.04,0,0,0,Poor,19,0,831
790,62,15,28,53,23,33,26,32,26,31,82,23,4,4,11,144,7,1,113,38.5,0,0,7.37,0,0,0,Poor,19,25,840
791,60,15,28,51,23,29,27,33,26,32,82,23,4,4,11,143,7,1,119,38.5,0,0,6.99,0,0,0,Poor,19,25,842
792,62,15,28,45,23,18,21,26,18,31,82,21,3,3,10,139,7,1,119,38.5,0,0,7.37,0,0,0,Poor,19,25,843
793,61,15,28,51,23,31,26,32,25,32,82,23,4,4,11,143,7,1,45,38.5,0,0,7.37,0,0,0,Poor,19,25,844
794,60,15,28,49,23,26,24,30,23,32,77,22,4,4,11,142,7,1,133,38.5,0,0,7.37,0,0,0,Poor,19,25,845
795,61,15,28,53,23,30,26,32,25,32,82,23,4,4,11,143,7,1,116,38.5,0,0,7.07,0,0,0,Poor,19,25,846
796,60,15,28,42,23,9,20,24,14,32,77,20,3,2,11,137,7,1,191,38.5,0,0,7.07,0,0,0,Poor,19,25,847
797,60,15,28,52,23,33,27,33,27,32,82,23,4,4,11,144,7,1,115,38.5,0,0,7.07,0,0,0,Poor,19,25,848
798,60,15,28,51,23,26,25,31,23,32,81,23,4,4,11,146,7,1,121,38.5,0,0,7.07,0,0,0,Poor,19,25,849
799,60,15,28,52,23,32,27,32,27,32,82,23,4,4,11,143,7,1,91,38.5,0,0,6.99,0,0,0,Poor,19,25,841
800,105,21,43,57,35,35,27,36,34,41,102,22,6,5,18,25,8,2,59,38.5,173,126,7.34,10,13,28,Poor,19,50,850
801,94,20,39,57,32,36,25,34,34,40,103,21,6,6,17,27,8,2,51,38.5,167,129,7.88,10,13,28,Poor,19,50,852
802,103,21,42,55,35,31,24,33,31,41,96,21,5,5,17,23,8,1,55,38.5,169,126,7.54,10,13,28,Poor,19,50,853
803,101,21,42,50,35,20,22,29,25,41,102,20,5,4,18,19,8,1,133,38.5,169,127,7.54,10,13,28,Poor,19,50,854
804,99,21,41,55,34,30,24,32,31,41,96,21,5,5,17,23,8,1,57,38.5,167,128,7.54,10,13,28,Poor,19,50,855
805,98,21,41,55,34,31,23,32,31,40,96,21,5,5,17,23,8,1,67,38.5,167,128,7.54,10,13,28,Poor,19,50,856
806,97,20,40,54,33,29,23,32,30,40,96,21,5,5,17,23,8,1,51,38.5,168,128,7.87,10,13,28,Poor,19,50,857
807,97,20,40,55,33,30,23,32,31,40,96,21,5,5,17,24,8,1,51,38.5,168,128,7.87,10,13,28,Poor,19,50,858
808,95,20,40,54,33,30,23,31,30,40,96,21,5,5,17,24,8,1,83,38.5,168,129,7.87,10,13,28,Poor,19,50,859
809,94,20,39,54,33,30,23,31,31,40,96,21,5,5,17,24,8,1,58,38.5,168,128,7.88,10,13,28,Poor,19,50,851
720,132,37,78,60,67,51,29,42,51,61,0,0,10,7,22,18,13,2,344,38,0,0,7.49,0,0,0,Poor,192,0,770
721,130,38,78,1,67,60,31,46,57,61,104,1,12,8,22,22,13,2,347,38,0,0,8.02,0,0,0,Poor,192,0,772
722,131,37,78,5,67,65,33,48,60,61,0,2,12,8,22,25,13,2,374,38,0,0,7.49,0,0,0,Poor,192,0,773
723,131,38,78,4,67,63,33,48,58,61,1,2,13,9,22,30,13,2,345,38,0,0,7.49,0,0,0,Poor,192,0,774
724,131,38,78,6,67,68,34,49,61,61,0,2,12,9,22,25,13,2,312,38,0,0,8.07,0,0,0,Poor,192,0,775
725,130,38,78,1,67,61,31,46,57,61,104,1,12,8,22,22,13,2,327,38,0,0,8.07,0,0,0,Poor,192,0,776
726,130,37,78,4,67,68,33,49,61,61,0,2,13,9,22,25,13,2,344,38,0,0,8.07,0,0,0,Poor,192,0,777
727,130,38,78,5,67,70,34,50,62,61,0,2,13,9,22,25,13,2,347,38,0,0,8.07,0,0,0,Poor,192,0,778
728,130,38,78,4,67,67,33,49,61,61,0,1,13,9,22,25,13,2,355,38,0,0,8.02,0,0,0,Poor,192,0,779
729,130,38,78,56,67,45,27,40,48,61,104,23,10,7,22,15,13,1,343,38,0,0,8.02,0,0,0,Poor,192,0,771
730,45,11,14,50,17,27,12,17,10,16,82,17,4,4,8,142,4,1,143,37.9,7,23,7.68,4,5,8,Poor,192,25,780
731,51,12,16,48,18,22,12,17,10,18,78,16,3,3,9,143,4,1,140,37.9,11,19,6.93,3,4,7,Poor,192,25,782
732,46,11,14,49,17,24,12,17,9,16,82,17,4,4,8,141,4,1,136,38,22,23,7.68,4,5,8,Moderate,192,25,783
733,50,12,16,51,18,28,13,18,12,17,83,17,4,4,9,144,4,1,149,37.9,15,19,7.68,3,4,7,Poor,192,25,784
734,50,12,16,51,19,28,14,18,13,18,83,17,4,4,9,144,4,1,162,37.9,15,18,7.07,3,4,7,Poor,192,25,785
735,51,12,16,42,18,10,10,13,4,18,83,16,2,2,9,139,4,1,142,37.9,10,19,7.07,3,4,7,Poor,192,25,786
736,51,12,16,51,18,28,14,18,13,18,83,17,4,4,9,145,4,1,141,37.9,10,19,7.07,3,4,7,Poor,192,25,787
737,51,12,16,58,18,43,17,23,20,18,83,18,5,5,9,149,4,2,127,37.9,11,18,7.07,3,4,7,Poor,192,25,788
738,51,12,16,53,18,28,14,19,13,18,84,17,4,4,9,149,4,1,141,37.9,11,19,6.93,3,4,7,Poor,192,25,789
739,51,12,16,51,19,27,13,18,12,18,83,17,4,4,9,144,4,3,153,37.9,11,19,6.93,3,4,7,Poor,192,25,781
740,109,26,38,56,6,37,22,29,10,24,83,18,4,5,7,144,3,1,41,37.9,121,66,7.63,6,8,16,Poor,192,50,790
741,91,20,17,49,6,21,16,22,3,23,83,17,3,4,7,140,3,1,66,37.9,120,69,7.88,6,8,17,Poor,192,50,792
742,107,24,36,42,6,2,13,18,143,24,78,15,1,2,7,138,3,1,74,37.9,118,66,7.63,6,8,16,Poor,192,50,793
743,102,24,34,49,6,21,17,23,3,24,83,17,3,4,7,140,3,1,71,37.9,121,67,7.02,6,8,16,Poor,192,50,794
